Référence;EAN 13;EAN 14 SPCB;EAN 14 PCB;Désignation;PCB;SPCB;Longueur PCB (cm);Largeur PCB (cm);Hauteur PCB (cm);Poids PCB (kg);Poids UVC;Volume (m3)
21630004;3118220035164;;;CUILLERE MANDOLINE VRAC + GENCOD;144.0;12.0;23.0;22.0;26.0;9.912;0.06883333333333334;0.013156000000000001
21630005;3118220035171;;;CAFE MANDOLINE VRAC + GENCOD;144.0;12.0;23.0;22.0;26.0;6.048;0.042;0.013156000000000001
21640001;3118220036604;13118220036601;23118220036608;COUTEAU CORINTHE VRAC + GENCOD;120.0;12.0;29.5;27.5;12.5;12.0;0.1;0.010140624999999999
21640002;3118220036611;13118220036618;23118220036615;FOURCHETTE CORINTHE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;16.08;0.06699999999999999;0.01875
21640003;3118220036628;13118220036625;23118220036622;CUILLERE CORINTHE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;18.48;0.077;0.01875
21640004;3118220036635;13118220036632;23118220036639;CAFE CORINTHE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;9.12;0.038;0.01875
21640005;3118220036642;13118220036649;23118220036646;M16 CORINTHE BOITE TB COLLECTION;6.0;6.0;30.0;27.0;30.0;7.458;1.243;0.024300000000000002
21650001;3118220036659;13118220036656;23118220036653;COUTEAU MARTELE VRAC + GENCOD;120.0;12.0;30.0;28.0;14.0;10.08;0.084;0.011760000000000001
21650002;3118220036666;13118220036663;23118220036660;FOURCHETTE MARTELE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;16.56;0.06899999999999999;0.01875
21650003;3118220036673;13118220036670;23118220036677;CUILLERE MARTELE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;20.64;0.08600000000000001;0.01875
21650004;3118220036680;13118220036687;23118220036684;CAFE MARTELE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;7.92;0.033;0.01875
21650005;3118220036697;13118220036694;23118220036691;M16 MARTELE BOITE TB COLLECTION;6.0;6.0;30.0;27.0;30.0;7.2;1.2;0.024300000000000002
21660001;3118220036703;13118220036700;23118220036707;COUTEAU ALVEOLE VRAC + GENCOD;120.0;12.0;29.0;27.5;12.0;14.4;0.12000000000000001;0.00957
21660002;3118220036710;13118220036717;23118220036714;FOURCHETTE ALVEOLE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;14.64;0.061000000000000006;0.01875
21660003;3118220036727;13118220036724;23118220036721;CUILLERE ALVEOLE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;19.175;0.07989583333333333;0.01875
21660004;3118220036734;13118220036731;23118220036738;CAFE ALVEOLE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;7.92;0.033;0.01875
21660005;3118220036741;13118220036748;23118220036745;M16 ALVEOLE BOITE TB COLLECTION;6.0;6.0;30.0;27.0;30.0;7.901;1.3168333333333333;0.024300000000000002
21670001;3118220036758;13118220036755;23118220036752;COUTEAU ONDE VRAC + GENCOD;120.0;12.0;29.5;27.5;12.5;10.92;0.091;0.010140624999999999
21670002;3118220036765;13118220036762;23118220036769;FOURCHETTE ONDE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;10.32;0.043000000000000003;0.01875
21670003;3118220036772;13118220036779;23118220036776;CUILLERE ONDE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;13.721;0.05717083333333333;0.01875
21670004;3118220036789;13118220036786;23118220036783;CAFE ONDE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;6.24;0.026000000000000002;0.01875
21670005;3118220036796;13118220036793;23118220036790;M16 ONDE BOITE TB COLLECTION;6.0;6.0;30.0;27.0;30.0;5.772;0.9620000000000001;0.024300000000000002
21680001;3118220036802;13118220036809;23118220036806;COUTEAU POPELINE VRAC + GENCOD;120.0;12.0;29.5;27.5;12.5;9.977;0.08314166666666667;0.010140624999999999
21680002;3118220036819;13118220036816;23118220036813;FOURCHETTE POPELINE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;12.96;0.054000000000000006;0.01875
21680003;3118220036826;13118220036823;23118220036820;CUILLERE POPELINE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;15.72;0.0655;0.01875
21680004;3118220036833;13118220036830;23118220036837;CAFE POPELINE VRAC + GENCOD;240.0;12.0;30.0;25.0;25.0;8.64;0.036000000000000004;0.01875
21680005;3118220036840;13118220036847;23118220036844;M16 POPELINE BOITE TB COLLECTION;6.0;6.0;30.0;27.0;30.0;6.018;1.003;0.024300000000000002
21770001;3118220040847;;;M16 CHAMBORD PVD NOIR MAT EN BTE TB COLLECTION;6.0;6.0;30.0;27.0;31.0;7.632;1.272;0.02511
21770002;3118220040854;;;M16 CHAMBORD PVD CHAMPAGNE MAT EN BTE TB COLLECTION;6.0;6.0;30.0;27.0;31.0;7.624;1.2706666666666666;0.02511
21770003;3118220040861;;;M16 CHAMBORD PVD CUIVRE MAT EN BTE TB COLLECTION;6.0;6.0;30.0;27.0;31.0;7.644;1.274;0.02511
21780001;3118220041691;13118220041698;23118220041695;M16 EMBRASSE BOITE TB COLLECTION;6.0;0.0;30.0;26.5;31.0;8.373;1.3955;0.024644999999999997
21780002;3118220041707;13118220041704;23118220041701;COUTEAU EMBRASSE VRAC + GENCOD;120.0;12.0;27.0;18.0;17.5;13.728;0.1144;0.008505
21780003;3118220041714;13118220041711;23118220041718;FOURCHETTE EMBRASSE VRAC + GENCOD;240.0;12.0;24.0;20.0;17.0;8.628;0.03595;0.00816
21780004;3118220041721;13118220041728;23118220041725;CUILLERE EMBRASSE VRAC + GENCOD;240.0;12.0;27.0;24.0;20.0;9.994;0.04164166666666667;0.012960000000000003
21780005;3118220041738;13118220041735;23118220041732;CAFE EMBRASSE VRAC + GENCOD;240.0;12.0;34.0;22.5;16.5;10.875;0.0453125;0.012622499999999998
21790001;3118220041745;;;M16 JERSEY BOITE TB COLLECTION;6.0;0.0;30.0;26.5;31.0;8.044;1.3406666666666667;0.024644999999999997
21790002;3118220041752;;;COUTEAU JERSEY VRAC + GENCOD;120.0;12.0;26.5;18.0;17.0;12.839;0.10699166666666667;0.008109
21790003;3118220041769;;;FOURCHETTE JERSEY VRAC + GENCOD;120.0;12.0;23.0;20.0;17.0;8.855;0.07379166666666667;0.00782
21790004;3118220041776;;;CUILLERE JERSEY VRAC + GENCOD;120.0;12.0;27.0;24.0;20.5;9.717;0.080975;0.013284000000000002
21790005;3118220041783;;;CAFE JERSEY VRAC + GENCOD;240.0;12.0;33.5;22.5;16.5;9.033;0.0376375;0.012436875000000003
21800001;3118220041790;13118220041797;23118220041794;M16 JACQUARD BOITE TB COLLECTION;6.0;0.0;29.5;27.0;32.0;8.395;1.3991666666666667;0.025488
21800002;3118220041806;13118220041803;23118220041800;COUTEAU JACQUARD VRAC + GENCOD;120.0;6.0;26.0;18.0;17.5;13.673;0.11394166666666666;0.00819
21600020;3118220046528;;;M16 ARABESQUE PVD NOIR MAT;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
21800004;3118220041851;13118220041858;23118220041855;CUILLERE JACQUARD  VRAC + GENCOD;120.0;12.0;27.0;24.0;21.0;9.998;0.08331666666666666;0.013608000000000002
21800005;3118220041868;13118220041865;23118220041862;CAFE JACQUARD VRAC + GENCOD;240.0;12.0;33.0;22.5;16.5;10.085;0.042020833333333334;0.012251250000000002
21810001;3118220041875;13118220041872;23118220041879;M16 FACETTE BOITE TB COLLECTION;6.0;6.0;30.0;28.0;31.0;6.0;1.0;0.02604
21810002;3118220041882;13118220041889;23118220041886;COUTEAU FACETTE VRAC + GENCOD;120.0;6.0;26.0;25.0;19.0;9.254;0.07711666666666667;0.012350000000000002
21810003;3118220041899;13118220041896;23118220041893;FOURCHETTE FACETTE  VRAC + GENCOD;240.0;6.0;40.0;25.0;24.5;11.807;0.049195833333333334;0.0245
21810004;3118220041905;13118220041902;23118220041909;CUILLERE FACETTE  VRAC + GENCOD;240.0;6.0;40.0;25.0;25.0;13.884;0.05785;0.025
21810005;3118220041912;13118220041919;23118220041916;CAFE FACETTE VRAC + GENCOD;240.0;6.0;40.0;20.0;25.5;7.655;0.03189583333333333;0.0204
21820001;3118220041929;;;M16 PLUME BOITE TB COLLECTION;6.0;0.0;30.0;26.0;30.0;7.145;1.1908333333333332;0.023399999999999997
21820002;3118220041936;;;COUTEAU PLUME VRAC + GENCOD;120.0;12.0;27.0;27.0;19.0;12.376;0.10313333333333333;0.013851000000000002
21820003;3118220041943;;;FOURCHETTE PLUME VRAC + GENCOD;180.0;12.0;32.0;26.0;24.5;12.251;0.06806111111111111;0.020384
21820004;3118220041950;;;CUILLERE PLUME VRAC + GENCOD;180.0;12.0;32.0;26.0;24.5;13.942;0.07745555555555556;0.020384
21820005;3118220041967;;;CAFE PLUME VRAC + GENCOD;180.0;12.0;22.0;16.0;18.0;4.192;0.02328888888888889;0.0063360000000000005
21840001;3118220041998;13118220041995;23118220041992;M16 PEPITE OR FORGE EN  BOITE TB COLLECTION;6.0;0.0;30.0;27.0;32.0;6.931;1.1551666666666667;0.025920000000000002
21840002;3118220042001;13118220042008;23118220042005;COUTEAU PEPITE OR FORGE VRAC + GENCOD;120.0;12.0;26.5;18.0;17.5;12.251;0.10209166666666666;0.0083475
21840003;3118220042018;13118220042015;23118220042012;FOURCHETTE PEPITE OR FORGE  VRAC + GENCOD;120.0;12.0;23.0;20.0;16.5;6.406;0.05338333333333333;0.007590000000000001
21840004;3118220042025;13118220042022;23118220042029;CUILLERE PEPITE OR FORGE  VRAC + GENCOD;120.0;12.0;27.0;24.0;21.0;7.956;0.0663;0.013608000000000002
21840005;3118220042032;13118220042039;23118220042036;CAFE PEPITE OR FORGE  VRAC + GENCOD;120.0;12.0;22.0;18.0;17.0;3.96;0.033;0.006731999999999999
21840006;3118220042049;13118220042046;23118220042043;M16 PEPITE ARGENT FORGE EN  BOITE TB COLLECTION;6.0;0.0;29.5;27.0;32.0;6.943;1.1571666666666667;0.025488
21840007;3118220042056;13118220042053;23118220042050;COUTEAU PEPITE ARGENT FORGE VRAC + GENCOD;120.0;12.0;26.0;18.0;17.5;12.19;0.10158333333333333;0.00819
21840008;3118220042063;13118220042060;23118220042067;FOURCHETTE PEPITE ARGENT FORGE  VRAC + GENCOD;120.0;12.0;23.0;20.0;17.0;6.385;0.05320833333333333;0.00782
21840009;3118220042070;13118220042077;23118220042074;CUILLERE PEPITE ARGENT FORGE  VRAC + GENCOD;120.0;12.0;27.0;24.0;20.5;7.944;0.0662;0.013284000000000002
21840010;3118220042087;13118220042084;23118220042081;CAFE PEPITE ARGENT FORGE  VRAC + GENCOD;120.0;12.0;22.0;18.5;16.5;3.942;0.032850000000000004;0.0067155
21850001;3118220042315;13118220042312;23118220042319;COUTEAU REGAL EN BOITE PEGBOARDABLE;72.0;12.0;29.0;19.0;14.5;5.733;0.079625;0.0079895
21850002;3118220042322;13118220042329;23118220042326;FOURCHETTE REGAL EN BOITE PEGBOARDABLE;72.0;12.0;27.0;22.5;13.0;4.362;0.060583333333333336;0.0078975
21850003;3118220042339;13118220042336;23118220042333;CUILLERE REGAL EN BOITE PEGBOARDABLE;72.0;12.0;28.0;23.5;17.0;4.927;0.06843055555555555;0.011186000000000003
21850004;3118220042346;13118220042343;23118220042340;CAFE REGAL EN BOITE PEGBOARDABLE;72.0;12.0;22.0;19.0;14.0;2.442;0.03391666666666667;0.0058519999999999996
21860001;3118220042353;13118220042350;23118220042357;COUTEAU GALA EN BOITE PEGBOARDABLE;72.0;12.0;29.0;19.0;14.5;8.244;0.11449999999999999;0.0079895
21860002;3118220042360;13118220042367;23118220042364;FOURCHETTE GALA EN BOITE PEGBOARDABLE;72.0;12.0;27.0;25.0;13.0;3.931;0.05459722222222222;0.008775
21860003;3118220042377;13118220042374;23118220042371;CUILLERE GALA EN BOITE PEGBOARDABLE;72.0;12.0;28.0;24.0;17.0;4.962;0.06891666666666667;0.011424
21860004;3118220042384;13118220042381;23118220042388;CAFE GALA EN BOITE PEGBOARDABLE;72.0;12.0;21.5;19.0;15.0;2.472;0.034333333333333334;0.006127499999999999
21870001;3118220042506;13118220042503;23118220042500;COUTEAU BUFFET EN BOITE BLANCHE;72.0;12.0;21.0;7.0;7.0;2.409;0.03345833333333333;0.001029
21870002;3118220042513;13118220042510;23118220042517;FOURCHETTE BUFFET EN BOITE BLANCHE;72.0;12.0;20.0;10.0;8.0;1.559;0.021652777777777778;0.0016
21870003;3118220042520;13118220042527;23118220042524;CUILLERE BUFFET EN BOITE BLANCHE;72.0;12.0;20.0;15.0;11.0;2.246;0.031194444444444445;0.0032999999999999995
21870004;3118220042537;13118220042534;23118220042531;CAFE BUFFET EN BOITE BLANCHE;300.0;50.0;18.0;16.0;11.0;5.501;0.018336666666666668;0.003168
21870005;3118220042544;13118220042541;23118220042548;MOKA BUFFET EN BOITE BLANCHE;300.0;50.0;18.0;13.0;12.0;4.955;0.016516666666666666;0.0028079999999999993
21870006;3118220042551;13118220042558;23118220042555;MAZAGRAN BUFFET EN BOITE BLANCHE;250.0;25.0;30.0;24.0;12.0;6.48;0.025920000000000002;0.008639999999999998
21900001;3118220044142;13118220044149;23118220044146;M16 EXQUIS SATIN  EN BOITE TB PREMIUM;6.0;6.0;31.0;26.5;30.0;5.92;0.9866666666666667;0.024645
21900002;3118220044159;13118220044156;23118220044153;COUTEAU  EXQUIS SATIN  VRAC + GENCOD;120.0;6.0;26.0;22.0;26.5;6.813;0.056775;0.015158000000000003
21900003;3118220044166;13118220044163;23118220044160;FOURCHETTE  EXQUIS SATIN  VRAC + GENCOD;240.0;6.0;42.0;25.0;26.5;14.935;0.06222916666666667;0.027825
21900004;3118220044173;13118220044170;23118220044177;CUILLERE  EXQUIS SATIN  VRAC + GENCOD;240.0;6.0;42.0;25.0;26.5;17.04;0.071;0.027825
21900005;3118220044180;13118220044187;23118220044184;CAFE  EXQUIS SATIN  VRAC + GENCOD;240.0;12.0;35.0;18.5;27.0;7.695;0.0320625;0.0174825
21960001;3616957761696;-;03616954320407;M24 GALAXY EN BOITE CARREFOUR HOME;3.0;3.0;23.0;15.0;29.0;0.0;0.0;0.010005
21970001;3118220048843;13118220048840;23118220048847;M24 GRAPHITE SATINE BOITE TB COLLECTION;3.0;3.0;26.0;17.0;31.0;0.0;0.0;0.013701999999999999
21970002;3118220048850;13118220048857;23118220048854;COUTEAU GRAPHITE SATINE VRAC+ GENCOD;120.0;6.0;28.0;22.5;19.0;0.0;0.0;0.011970000000000001
21970003;3118220048867;13118220048864;23118220048861;FOURCHETTE GRAPHITE SATINE VRAC+ GENCOD;120.0;6.0;27.0;25.0;25.0;0.0;0.0;0.016875
21970004;3118220048874;13118220048871;23118220048878;CUILLERE GRAPHITE SATINE VRAC+ GENCOD;120.0;6.0;26.0;26.0;24.0;0.0;0.0;0.016224000000000002
21970005;3118220048881;13118220048888;23118220048885;CAFE GRAPHITE SATINE VRAC+ GENCOD;240.0;6.0;35.0;18.0;27.0;0.0;0.0;0.01701
21800003;3118220041837;13118220041834;23118220041831;FOURCHETTE JACQUARD  VRAC + GENCOD;120.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0
22040001;3118220053878;13118220053875;23118220053872;M24 LAGUIOLE HERITAGE FUSION INOX BRILLANT BTE LH;6.0;6.0;30.0;26.5;31.0;7.14;1.19;0.024644999999999997
22040002;3118220053885;13118220053882;23118220053889;M24 LAGUIOLE HERITAGE FUSION INOX SATIN BTE LH;6.0;6.0;31.0;26.0;30.5;7.23;1.205;0.024583000000000004
22150001;3616957761702; /;03616954320414;M24 DOTS EN BOITE CARREFOUR HOME;3.0;3.0;23.0;15.0;29.0;0.0;0.0;0.010005
22150002;3616957761726;03616955895379;03616954320438;COUTEAU DOTS CARREFOUR HOME;120.0;6.0;23.5;19.5;15.5;0.0;0.0;0.007102875
22150003;3616957761719;03616955895362;03616954320421;FOURCHETTE DOTS CARREFOUR HOME;120.0;6.0;23.5;19.5;16.0;0.0;0.0;0.007332000000000001
22150004;3616957761740;03616955895393;03616954320452;CUILLERE DOTS CARREFOUR HOME;120.0;6.0;23.5;19.5;16.0;0.0;0.0;0.007332000000000001
22150005;3616957761733;03616955895386;03616954320445;CAFE DOTS CARREFOUR HOME;120.0;6.0;19.5;16.0;15.0;0.0;0.0;0.00468
30020007;3118220001268;;;COFFRET BI MAT 6 CUILLERES ACIDULE COUL ASSORTIE;6.0;6.0;29.5;27.5;19.5;4.861;0.8101666666666666;0.015819374999999997
30020008;3118220001275;;;COFFRET BI MAT 6 CAFES ACIDULE COUL ASSORTIE;6.0;6.0;23.0;15.5;24.5;2.792;0.4653333333333333;0.00873425
30020228;3118220004412;;;COFFRET BI MAT 12 PCES COCKTAIL TAPAS ACIDULE COUL PANACHE;6.0;6.0;29.0;23.5;13.5;2.358;0.393;0.009200249999999998
30020238;3118220004443;;;COFFRET BOIS 8 PCES ESCARGOTS ACIDULE NOIR CARBONE;6.0;6.0;31.0;29.5;20.0;4.188;0.698;0.018289999999999997
30020242;3118220005594;;;COFFRET BI MAT ROUGE 7 PCES SERVICE DESSERT ACIDULE;6.0;6.0;35.5;17.0;30.0;4.68;0.7799999999999999;0.018105
30020243;3118220005891;;;BOITE 12 FOURCHETTE ESCARGOT ACIDULE COUL ASSORTIES VRAC;10.0;10.0;17.0;11.5;20.0;1.53;0.153;0.00391
30020245;3118220006058;;;6 STEAK ACIDULE COUL ASSORTIES EN BOITE VPC;24.0;24.0;26.5;26.5;26.5;6.888;0.287;0.018609624999999998
30020246;3118220006560;;;PELLE A TARTE ACIDULE NOIR CARBONE VRAC GENCOD;144.0;6.0;32.0;27.0;31.0;10.51;0.07298611111111111;0.026784000000000002
30020247;3118220006591;;;PELLE A TARTE ACIDULE BLANC VRAC GENCOD;144.0;6.0;32.0;27.0;31.0;10.51;0.07298611111111111;0.026784000000000002
30020248;3118220006577;;;MAZAGRAN ACIDULE NOIR CARBONE VRAC GENCOD;240.0;6.0;33.0;22.0;28.0;8.412;0.035050000000000005;0.020328000000000002
30020249;3118220006607;;;MAZAGRAN ACIDULE BLANC VRAC GENCOD;240.0;6.0;33.0;22.0;28.0;8.412;0.035050000000000005;0.020328000000000002
30020250;3118220006584;;;FOURCHETTE GATEAU ACIDULE NOIR CARBONE VRAC GENCOD;240.0;6.0;25.0;17.5;31.5;6.042;0.025175;0.013781249999999998
30020251;3118220006614;;;FOURCHETTE GATEAU ACIDULE BLANC VRAC GENCOD;240.0;6.0;25.0;17.5;31.5;6.042;0.025175;0.013781249999999998
30020252;3118220006713;13118220006710;23118220006717;MOKA ACIDULE COULEUR ASSORTIE VRAC GENCOD;240.0;6.0;38.5;20.5;29.5;3.36;0.014;0.023282875
30020265;3118220029095;;;FOURCHETTE GATEAU ACIDULE NOIR CARBONE VRAC;240.0;240.0;47.0;15.0;11.0;5.53;0.02304166666666667;0.007755
30020266;3118220031364;;;FOURCHETTE GATEAU ACIDULE BLANC PUR VRAC;240.0;240.0;47.0;15.0;11.0;5.53;0.02304166666666667;0.007755
30020267;3118220031401;;;FOURCHETTE GATEAU ACIDULE ROUGE 185C VRAC;240.0;240.0;47.0;15.0;11.0;5.53;0.02304166666666667;0.007755
30020268;3118220029118;;;FOURCHETTE A SERVIR ACIDULE NOIR CARBONE VRAC;240.0;240.0;39.0;29.5;39.0;22.11;0.092125;0.0448695
30020269;3118220029101;;;CUILLERE A SERVIR ACIDULE NOIR CARBONE VRAC;240.0;240.0;39.0;29.5;39.0;24.72;0.103;0.0448695
22080001;3118220053991;13118220053998;23118220053995;M48 ESQUISSE INOX TB COLLECTION EN MALLETTE;5.0;5.0;59.5;29.0;24.5;13.35;2.67;0.04227474999999999
30020270;3118220031418;;;FOURCHETTE A SERVIR ACIDULE ROUGE 185C VRAC;240.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0
30020272;3118220031388;;;FOURCHETTE A SERVIR ACIDULE BLANC PUR VRAC;240.0;240.0;39.0;29.5;39.0;22.11;0.092125;0.0448695
30020273;3118220031371;;;CUILLERE A SERVIR ACIDULE BLANC VRAC;240.0;240.0;39.0;29.5;39.0;24.72;0.103;0.0448695
30020286;3118220011588;;;MAZAGRAN ACIDULE COULEUR ASSORTIE VRAC GENCOD;240.0;6.0;38.5;25.0;34.5;7.2;0.030000000000000002;0.03320625
30020287;3118220013049;;;6 FOURCHETTES ESCARGOT ACIDULE COUL ASSORTIES BLISTER;36.0;6.0;39.0;20.0;23.5;3.427;0.09519444444444444;0.018330000000000003
30020288;3118220013056;;;6 FOURCHETTES HUITRE ACIDULE COUL ASSORTIES BLISTER;36.0;6.0;29.0;21.0;31.0;5.58;0.155;0.018879
30020294;3118220017108;;;M16 ACIDULE BEE ROUGE 185C BOITE COULEUR;3.0;3.0;23.0;16.0;29.0;2.436;0.8119999999999999;0.010672
30020295;3118220017115;13118220017112;23118220017119;M16 ACIDULE BEE BLACK CARBONE BOITE COULEUR;3.0;3.0;23.0;16.0;29.0;2.651;0.8836666666666666;0.010672
30020296;3118220017122;13118220017129;23118220017126;M16 ACIDULE BEE GRIS 430C BOITE LAGUIOLE BLEUE;3.0;3.0;23.0;16.0;29.0;2.736;0.912;0.010672
30020297;3118220017139;13118220017136;23118220017133;M16 ACIDULE BEE BLANC GLACIER BOITE LAGUIOLE BLEUE;3.0;3.0;23.0;16.0;29.0;2.436;0.8119999999999999;0.010672
30020306;3118220025660;;;M16 ACIDULE BEE JAUNE CUMIN 7752C BTE LAGUIOLE;6.0;6.0;305.0;27.0;31.0;5.305;0.8841666666666667;0.255285
30020307;3118220025677;13118220025674;23118220025671;M16 ACIDULE BEE VERT OLIVE 5763C BTE LAGUIOLE;6.0;6.0;37.0;27.0;31.0;4.836;0.806;0.030969000000000003
30020308;3118220025684;13118220025681;23118220025688;M16 ACIDULE BEE TURQUOISE 7715C BTE LAGUIOLE;6.0;6.0;30.5;27.0;31.0;5.52;0.9199999999999999;0.0255285
30020309;3118220025691;13118220025698;23118220025695;M16 ACIDULE BEE BLEU MYRTILLE 7687C BTE LAGUIOLE;6.0;6.0;30.5;27.0;20.0;4.836;0.806;0.01647
30020310;3118220025707;13118220025704;23118220025701;M16 ACIDULE BEE ROSE FRAMBOISE 7647C BTE LAGUIOLE;6.0;6.0;30.5;27.0;31.0;4.836;0.806;0.0255285
30020311;3118220025714;;;M16 ACIDULE BEE ROUGE COQUELICOT RED032 BTE LAGUIOLE;6.0;6.0;30.5;27.0;31.0;5.305;0.8841666666666667;0.0255285
30020313;3118220029057;;;FOURCHETTE HUITRE ACIDULE ROUGE + GENCOD;240.0;6.0;46.5;15.0;11.5;4.7;0.019583333333333335;0.00802125
30020271;3118220031425;;;CUILLERE A SERVIR ACIDULE ROUGE 185C VRAC;240.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0
30020318;3118220032637;;;COUTEAU ACIDULE ROUGE WB+GENCOD;144.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
30020326;3118220034723;;;M16 LAG ACIDULE BEE PANACHE NOUVELLES COULEURS BOITE LARGE;6.0;6.0;39.0;31.0;40.0;8.2;1.3666666666666665;0.04835999999999999
30020319;3118220032644;;;FOURCHETTE ACIDULE ROUGE WB+GENCOD;144.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
30020327;3118220034730;;;COUTEAU ACIDULE BEE JAUNE CUMIN 7752C VRAC;144.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
30020328;3118220034747;;;FOURCHETTE ACIDULE BEE JAUNE CUMIN 7752C VRAC;144.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
30020329;3118220034754;;;CUILLERE ACIDULE BEE JAUNE CUMIN 7752C VRAC;144.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
30020330;3118220034761;;;CAFE ACIDULE BEE JAUNE CUMIN 7752C VRAC;144.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
30020331;3118220034778;;;COUTEAU ACIDULE BEE ROUGE COQUELICOT RED032 VRAC;144.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
30020332;3118220034785;;;FOURCHETTE ACIDULE BEE ROUGE COQUELICOT RED032 VRAC;144.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
30020333;3118220034792;;;CUILLERE ACIDULE BEE ROUGE COQUELICOT RED032 VRAC;144.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
30020342;3661075394615; /;3661075394622;LAG HERITAGE M16 ACIDULE NOIR POLYFLAME;6.0;6.0;23.0;16.0;29.0;;0.0;0.010672
30020342;3661075394615; /;3661075394622;LAG HERITAGE M16 ACIDULE NOIR POLYFLAME;6.0;6.0;30.0;29.0;23.0;;0.0;0.02001
30040006;3118220006393;;;COUTEAU POIS CLASSIC ROUGE 198C VRAC GENCOD;240.0;6.0;33.5;26.5;33.0;11.062;0.04609166666666666;0.029295750000000002
30040007;3118220006409;;;FOURCHETTE POIS CLASSIC ROUGE 198C VRAC GENCOD;240.0;6.0;40.0;30.0;20.0;8.803;0.03667916666666667;0.024
30040008;3118220006416;;;CUILLERE POIS CLASSIC ROUGE 198C VRAC GENCOD;240.0;6.0;37.0;24.0;34.0;11.885;0.04952083333333333;0.030191999999999997
30040009;3118220006423;;;CAFE POIS CLASSIC ROUGE 198C VRAC GENCOD;240.0;6.0;35.0;20.0;24.0;7.74;0.03225;0.016800000000000002
30040010;3118220006430;;;COUTEAU POIS CLASSIC GRIS COOL GREY 11C VRAC GENCOD;240.0;6.0;33.5;26.5;33.0;11.062;0.04609166666666666;0.029295750000000002
30040011;3118220006447;;;FOURCHETTE POIS CLASSIC GRIS COOL GREY 11C VRAC GENCOD;240.0;6.0;38.5;25.0;31.5;9.481;0.03950416666666667;0.03031875
30040012;3118220006454;;;CUILLERE POIS CLASSIC GRIS COOL GREY 11C VRAC GENCOD;240.0;6.0;37.0;24.0;34.0;11.885;0.04952083333333333;0.030191999999999997
30040013;3118220006461;;;CAFE POIS CLASSIC GRIS COOL GREY 11C VRAC GENCOD;240.0;6.0;35.0;20.0;24.0;7.74;0.03225;0.016800000000000002
30040015;3118220006485;;;COUTEAU POIS GRAPHIK INEDIT MULTICOLOR VRAC GENCOD;240.0;6.0;40.5;30.0;21.0;11.357;0.04732083333333333;0.025515
30040016;3118220006492;;;FOURCHETTE POIS GRAPHIK INEDIT MULTICOLOR VRAC GENCOD;240.0;6.0;43.0;28.0;28.5;10.729;0.04470416666666666;0.034314
30040017;3118220006508;;;CUILLERE POIS GRAPHIK INEDIT MULTICOLOR VRAC GENCOD;240.0;6.0;42.0;25.3;26.0;12.972;0.05405;0.027627599999999995
30040018;3118220006515;;;CAFE POIS GRAPHIK INEDIT MULTICOLOR VRAC GENCOD;240.0;6.0;36.5;18.5;28.0;6.834;0.028474999999999997;0.018907
30040024;3118220012141;;;M24 POIS CLASSIC ROUGE 198C EN POT PET;9.0;9.0;30.0;30.0;26.0;8.496;0.9440000000000001;0.023399999999999997
30040025;3118220012158;;;M24 POIS CLASSIC NOIR EN POT PET;9.0;9.0;30.0;30.0;26.0;8.073;0.897;0.023399999999999997
30050003;3118220002920;13118220002927;23118220002924;COUTEAU EVOLUTION SENS LASURE CLAIR+GENCOD;144.0;6.0;33.0;26.5;27.0;8.784;0.061000000000000006;0.023611500000000004
