Référence;Description FR;Description ENG;Fournisseur;Date céation;Gamme;Lot/Vrac;Nombre de pièce;EAN 13;EAN 14 SPCB;EAN 14 PCB;Nomenclature;"Epaisseur
(mm)";"Longueur 
(mm)";"Poids 
(g)";"Matière lame/
haut de couvert";Chrome %;Finition;"Matière manche/
produit";"Pantone/Motif manche
N°1";"Pantone/Motif manche
N°2";"Pantone/Motif manche
N°3";"Pantone/Motif manche
N°4";"Pantone/Motif manche
N°5";"Pantone/Motif manche
N°6";Marquage;"Dimensions marquage
(mm)";"Emplacement du
marquage";Artwork;How to pack;Matière Packaging;"Poids Packaging
(g)";"Hauteur Packaging 
(cm)";"Longueur Packaging
(cm)";"Largeur Packaging
(cm)";SPCB;PCB;"Hauteur PCB
(cm)";"Longueur PCB
(cm)";"Largeur PCB
(cm)";"Volume PCB
(cmb)";"Poids PCB
(kg)"
31050010;COUTEAU FURTIF BLANC VRAC GENCOD;FURTIF TABLE KNIFE WHITE COLOUR;HONGXING;2016-09-27;Furtif Import;Vrac;1.0;3118220017443;13118220017440;23118220017447;82119100000.0;2;228;43;2CR14;13; /;ABS solid color mat finishing with heavy weight;White matt; /; /; /; /; /;TB COLLECTION;2 x 18;Opposé dentelure;Non;Each piece with a sticker (French description - barcode - Imported by - Picto - N° Lot) - then 6 pces together with silk paper then in a white neutral box with inner sticker (EAN 14 + Description + N° Lot written as a barcode + Quantity) - then 40 sets in a master carton (=240 pieces) with sticker (EAN 13 and EAN 14); /; /; /; /; /;6.0;240.0;31.5;34.0;27.0;0.028917000000000005;0.047
31050011;FOURCHETTE FURTIF BLANC VRAC GENCOD;FURTIF TABLE FORK WHITE COLOUR;HONGXING;2016-09-27;Furtif Import;Vrac;1.0;3118220017450;13118220017457;23118220017454;82159910000.0;2.5;206;40;18/0;16-18; /;ABS solid color mat finishing with heavy weight;White matt; /; /; /; /; /;TB COLLECTION;2,56 x 14,5;Derrière tête;Non;Each piece with a sticker (French description - barcode - Imported by - Picto - N° Lot) - then 6 pces together with silk paper then in a white neutral box with inner sticker (EAN 14 + Description + N° Lot written as a barcode + Quantity) - then 40 sets in a master carton (=240 pieces) with sticker (EAN 13 and EAN 14); /; /; /; /; /;6.0;240.0;31.5;38.0;24.0;0.028728000000000004;0.046879166666666666
31050012;CUILLERE FURTIF BLANC VRAC GENCOD;FURTIF TABLE SPOON WHITE COLOUR;HONGXING;2016-09-27;Furtif Import;Vrac;1.0;3118220017467;13118220017464;23118220017461;82159910000.0;2.5;205;45;18/0;16-18; /;ABS solid color mat finishing with heavy weight;White matt; /; /; /; /; /;TB COLLECTION;2,56 x 14,5;Derrière tête;Non;Each piece with a sticker (French description - barcode - Imported by - Picto - N° Lot) - then 6 pces together with silk paper then in a white neutral box with inner sticker (EAN 14 + Description + N° Lot written as a barcode + Quantity) - then 40 sets in a master carton (=240 pieces) with sticker (EAN 13 and EAN 14); /; /; /; /; /;6.0;240.0;31.5;37.0;24.0;0.027971999999999997;0.05477083333333333
31050013;CAFE FURTIF BLANC VRAC GENCOD;FURTIF TEASPOON WHITE COLOUR;HONGXING;2016-09-27;Furtif Import;Vrac;1.0;3118220017474;13118220017471;23118220017478;82159910000.0;2;145;21;18/0;16-18; /;ABS solid color mat finishing with heavy weight;White matt; /; /; /; /; /;TB COLLECTION;2 X 13,50;Derrière tête;Non;Each piece with a sticker (French description - barcode - Imported by - Picto - N° Lot) - then 6 pces together with silk paper then in a white neutral box with inner sticker (EAN 14 + Description + N° Lot written as a barcode + Quantity) - then 40 sets in a master carton (=240 pieces) with sticker (EAN 13 and EAN 14); /; /; /; /; /;6.0;240.0;28.5;38.0;20.0;0.02166;0.025208333333333333
31050014;COUTEAU FURTIF NOIR VRAC GENCOD;FURTIF TABLE KNIFE BLACK COLOUR;HONGXING;2016-09-27;Furtif Import;Vrac;1.0;3118220017481;13118220017488;23118220017485;82119100000.0;2;228;43;2CR14;13; /;ABS solid color mat finishing with heavy weight;Black matt; /; /; /; /; /;TB COLLECTION;2 x 18;Opposé dentelure;Non;Each piece with a sticker (French description - barcode - Imported by - Picto - N° Lot) - then 6 pces together with silk paper then in a white neutral box with inner sticker (EAN 14 + Description + N° Lot written as a barcode + Quantity) - then 40 sets in a master carton (=240 pieces) with sticker (EAN 13 and EAN 14); /; /; /; /; /;6.0;240.0;31.5;34.0;27.0;0.028917000000000005;0.048
31050015;FOURCHETTE FURTIF NOIR VRAC GENCOD;FURTIF TABLE FORK BLACK COLOUR;HONGXING;2016-09-27;Furtif Import;Vrac;1.0;3118220017498;13118220017495;23118220017492;82159910000.0;2.5;206;40;18/0;16-18; /;ABS solid color mat finishing with heavy weight;Black matt; /; /; /; /; /;TB COLLECTION;2,56 x 14,5;Derrière tête;Non;Each piece with a sticker (French description - barcode - Imported by - Picto - N° Lot) - then 6 pces together with silk paper then in a white neutral box with inner sticker (EAN 14 + Description + N° Lot written as a barcode + Quantity) - then 40 sets in a master carton (=240 pieces) with sticker (EAN 13 and EAN 14); /; /; /; /; /;6.0;240.0;31.5;38.0;24.0;0.028728000000000004;0.046745833333333334
31050016;CUILLERE FURTIF NOIR VRAC GENCOD;FURTIF TABLE SPOON BLACK COLOUR;HONGXING;2016-09-27;Furtif Import;Vrac;1.0;3118220017504;13118220017501;23118220017508;82159910000.0;2.5;205;45;18/0;16-18; /;ABS solid color mat finishing with heavy weight;Black matt; /; /; /; /; /;TB COLLECTION;2,56 x 14,5;Derrière tête;Non;Each piece with a sticker (French description - barcode - Imported by - Picto - N° Lot) - then 6 pces together with silk paper then in a white neutral box with inner sticker (EAN 14 + Description + N° Lot written as a barcode + Quantity) - then 40 sets in a master carton (=240 pieces) with sticker (EAN 13 and EAN 14); /; /; /; /; /;6.0;240.0;31.5;37.0;24.0;0.027971999999999997;0.052375
31050017;CAFE FURTIF NOIR VRAC GENCOD;FURTIF TEASPOON BLACK COLOUR;HONGXING;2016-09-27;Furtif Import;Vrac;1.0;3118220017511;13118220017518;23118220017515;82159910000.0;2;145;21;18/0;16-18; /;ABS solid color mat finishing with heavy weight;Black matt; /; /; /; /; /;TB COLLECTION;2 X 13,50;Derrière tête;Non;Each piece with a sticker (French description - barcode - Imported by - Picto - N° Lot) - then 6 pces together with silk paper then in a white neutral box with inner sticker (EAN 14 + Description + N° Lot written as a barcode + Quantity) - then 40 sets in a master carton (=240 pieces) with sticker (EAN 13 and EAN 14); /; /; /; /; /;6.0;240.0;28.5;38.0;20.0;0.02166;0.023
31080001;COUTEAU INEDIT PIXEL AVEC GENCOD;INEDIT PIXEL TABLE KNIFE;HONGXING;2016-07-11;Pixel;Vrac;1.0;3118220016767;0;0;82119100000.0;1.5;223;43;2CR14;13;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2 x 18;Côté dentelure;;;;;;;;12.0;240.0;26.0;33.0;26.0;0.022307999999999998;0.048654166666666665
31080002;FOURCHETTE INEDIT PIXEL AVEC GENCOD;INEDIT PIXEL TABLE FORK;HONGXING;2016-07-11;Pixel;Vrac;1.0;3118220016774;0;0;82159910000.0;1.5;200;35;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2 x 14,50;Derrière tête;;;;;;;;12.0;240.0;26.0;32.5;26.0;0.02197;0.03725
31080003;CUILLERE INEDIT PIXEL AVEC GENCOD;INEDIT PIXEL TABLE SPOON;HONGXING;2016-07-11;Pixel;Vrac;1.0;3118220016781;0;0;82159910000.0;1.5;200;51;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2 x 14,50;Derrière tête;;;;;;;;12.0;240.0;26.0;32.5;26.0;0.02197;0.050416666666666665
31080004;CAFE INEDIT PIXEL AVEC GENCOD;INEDIT PIXEL TABLE TEA SPOON;HONGXING;2016-07-11;Pixel;Vrac;1.0;3118220016798;0;0;82159910000.0;1.5;150;25;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2 x 13;Derrière tête;;;;;;;;12.0;240.0;20.0;38.0;18.0;0.013680000000000001;0.02775
31090001;COUTEAU INEDIT SCANDINAVE BLEU 5405C VRAC GENCOD;INEDIT SCANDINAVE TABLE KNIFE BLUE COL 5405C;HONGXING;2016-07-21;Scandinave;Vrac;1.0;3118220016514;0;0;82119100000.0;1.5;223;43;2CR14;13;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2 x 18;Côté dentelure;;;;;;;;6.0;240.0;21.0;40.5;30.0;0.025515;0.043000000000000003
31090002;FOURCHETTE INEDIT SCANDINAVE BLEU 5405C VRAC GENCOD;INEDIT SCANDINAVE TABLE FORK BLUE COL 5405C;HONGXING;2016-07-21;Scandinave;Vrac;1.0;3118220016521;0;0;82159910000.0;1.5;200;35;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2,56 x 14,5;Derrière tête;;;;;;;;6.0;240.0;28.5;43.0;28.0;0.034314;0.030000000000000002
31090003;CUILLERE INEDIT SCANDINAVE BLEU 5405C VRAC GENCOD;INEDIT SCANDINAVE TABLE SPOON BLUE COL 5405C;HONGXING;2016-07-21;Scandinave;Vrac;1.0;3118220016538;0;0;82159910000.0;1.5;200;51;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2,56 x 14,5;Derrière tête;;;;;;;;6.0;240.0;26.0;42.0;25.3;0.027627599999999995;0.045000000000000005
31090004;CAFE INEDIT SCANDINAVE BLEU 5405C VRAC GENCOD;INEDIT SCANDINAVE TABLE TEA SPOON BLUE COL 5405C;HONGXING;2016-07-21;Scandinave;Vrac;1.0;3118220016545;0;0;82159910000.0;1.5;150;25;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2 X 13,50;Derrière tête;;;;;;;;6.0;240.0;28.0;36.5;18.5;0.018907;0.025
31090005;COUTEAU INEDIT SCANDINAVE ROUGE 483C VRAC GENCOD;INEDIT SCANDINAVE TABLE KNIFE RED COL 483C;HONGXING;2016-07-21;Scandinave;Vrac;1.0;3118220016552;0;0;82119100000.0;1.5;223;43;2CR14;13;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2 x 18;Côté dentelure;;;;;;;;6.0;240.0;21.0;40.5;30.0;0.025515;0.04732083333333333
31090006;FOURCHETTE INEDIT SCANDINAVE ROUGE 483C VRAC GENCOD;INEDIT SCANDINAVE TABLE FORK RED COL 483C;HONGXING;2016-07-21;Scandinave;Vrac;1.0;3118220016569;0;0;82159910000.0;1.5;200;35;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2,56 x 14,5;Derrière tête;;;;;;;;6.0;240.0;28.5;43.0;28.0;0.034314;0.04470416666666666
31090007;CUILLERE INEDIT SCANDINAVE ROUGE 483C VRAC GENCOD;INEDIT SCANDINAVE TABLE SPOON RED COL 483C;HONGXING;2016-07-21;Scandinave;Vrac;1.0;3118220016576;0;0;82159910000.0;1.5;200;51;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2,56 x 14,5;Derrière tête;;;;;;;;6.0;240.0;26.0;42.0;25.3;0.027627599999999995;0.050166666666666665
31090008;CAFE INEDIT SCANDINAVE ROUGE 483C VRAC GENCOD;INEDIT SCANDINAVE TABLE TEA SPOON RED COL 483C;HONGXING;2016-07-21;Scandinave;Vrac;1.0;3118220016583;0;0;82159910000.0;1.5;150;25;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2 X 13,50;Derrière tête;;;;;;;;6.0;240.0;27.0;34.0;18.5;0.016982999999999998;0.030908333333333333
31090009;COUTEAU INEDIT SCANDINAVE NOIR VRAC GENCOD;INEDIT SCANDINAVE TABLE KNIFE BLACK COLOUR;HONGXING;2016-07-21;Scandinave;Vrac;1.0;3118220016590;13118220016597;23118220016594;82119100000.0;1.5;223;43;2CR14;13;Mirror polishing;Printing + UV treatment;Black scandinave pattern; /; /; /; /; /;TB COLLECTION;2 x 18;Côté dentelure;;;;;;;;6.0;240.0;27.0;35.0;28.5;0.026932499999999998;0.04850416666666667
31090010;FOURCHETTE INEDIT SCANDINAVE NOIR VRAC GENCOD;INEDIT SCANDINAVE TABLE FORK BLACK COLOUR;HONGXING;2016-07-21;Scandinave;Vrac;1.0;3118220016606;13118220016603;23118220016600;82159910000.0;1.5;200;35;18/0;16-18;Mirror polishing;Printing + UV treatment;Black scandinave pattern; /; /; /; /; /;TB COLLECTION;2,56 x 14,5;Derrière tête;;;;;;;;6.0;240.0;27.5;42.5;25.0;0.02921875;0.044025
31090011;CUILLERE INEDIT SCANDINAVE NOIR VRAC GENCOD;INEDIT SCANDINAVE TABLE SPOON BLACK COLOUR;HONGXING;2016-07-21;Scandinave;Vrac;1.0;3118220016613;13118220016610;23118220016617;82159910000.0;1.5;200;51;18/0;16-18;Mirror polishing;Printing + UV treatment;Black scandinave pattern; /; /; /; /; /;TB COLLECTION;2 X 15,50;Derrière tête;;;;;;;;6.0;240.0;27.5;42.5;25.0;0.02921875;0.05963333333333333
31090012;CAFE INEDIT SCANDINAVE NOIR VRAC GENCOD;INEDIT SCANDINAVE TABLE TEA SPOON BLACK COLOUR;HONGXING;2016-07-21;Scandinave;Vrac;1.0;3118220016620;13118220016627;23118220016624;82159910000.0;1.5;150;25;18/0;16-18;Mirror polishing;Printing + UV treatment;Black scandinave pattern; /; /; /; /; /;TB COLLECTION;2 X 13,50;Derrière tête;;;;;;;;6.0;240.0;27.0;34.0;18.5;0.016982999999999998;0.02999166666666667
31100040;;;;;;Vrac;1.0;;;;;;;;;16-18;;;;;;;;;;;;;;;;;;;;;;;;;
31260007;COUTEAU COTTAGE EBENE + GENCOD;EBONY KNIFE COTTAGE;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220024908;13118220024905;23118220024902;82119100000.0;2;226;34;2CR14;13; /;Mat ABS handle;Ebony black C; /; /; /; /; /;TB COLLECTION;2,5 X 17;Opposé dentelure;;Each piece with a sticker (french description-barcode-Imported by-N°LOT-picto) - then 6 pieces, wrapped together in silk paper, put in a white neutral box with sticker (french description-barcode-n° lot written as a barcode-quantity) - then 40 boxes in a master carton (=240 pieces) with EAN 13 and EAN 14.;;;;;;6.0;240.0;32.0;35.5;27.0;0.030671999999999998;0.03944583333333333
31260008;FOURCHETTE COTTAGE EBENE + GENCOD;EBONY FORK COTTAGE;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220024915;13118220024912;23118220024919;82159910000.0;1.8;217;32;18/0;16-18; /;Mat ABS handle;Ebony black C; /; /; /; /; /;TB COLLECTION;16,5 X 2,5;Entre tête et manche;;Each piece with a sticker (french description-barcode-Imported by-N°LOT-picto) - then 6 pieces, wrapped together in silk paper, put in a white neutral box with sticker (french description-barcode-n° lot written as a barcode-quantity) - then 40 boxes in a master carton (=240 pieces) with EAN 13 and EAN 14.;;;;;;6.0;240.0;32.5;38.0;25.5;0.0314925;0.04000833333333333
31260009;CUILLERE COTTAGE EBENE + GENCOD;EBONY SPOON COTTAGE;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220024922;13118220024929;23118220024926;82159910000.0;1.8;211;36;18/0;16-18; /;Mat ABS handle;Ebony black C; /; /; /; /; /;TB COLLECTION;16,5 X 2,5;Entre tête et manche;;Each piece with a sticker (french description-barcode-Imported by-N°LOT-picto) - then 6 pieces, wrapped together in silk paper, put in a white neutral box with sticker (french description-barcode-n° lot written as a barcode-quantity) - then 40 boxes in a master carton (=240 pieces) with EAN 13 and EAN 14.;;;;;;6.0;240.0;32.0;39.0;24.5;0.030576;0.04
31260010;CAFE COTTAGE EBENE + GENCOD;EBONY TEASPOON COTTAGE;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220024939;13118220024936;23118220024933;82159910000.0;1.5;144;19;18/0;16-18; /;Mat ABS handle;Ebony black C; /; /; /; /; /;TB COLLECTION;16,5 X 2,5;Entre tête et manche;;Each piece with a sticker (french description-barcode-Imported by-N°LOT-picto) - then 6 pieces, wrapped together in silk paper, put in a white neutral box with sticker (french description-barcode-n° lot written as a barcode-quantity) - then 40 boxes in a master carton (=240 pieces) with EAN 13 and EAN 14.;;;;;;6.0;240.0;27.0;39.5;20.0;0.021330000000000002;0.022166666666666668
31260011;COUTEAU COTTAGE RUBIS + GENCOD;KNIFE RUBIS COTTAGE + GENCOD;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220024946;13118220024943;23118220024940;;2;226;34;2CR14;13; /;Mat ABS handle;Rubis 187C; /; /; /; /; /;TB COLLECTION;2,5 X 17;Opposé dentelure;;Each piece with a sticker (french description-barcode-Imported by-N°LOT-picto) - then 6 pieces, wrapped together in silk paper, put in a white neutral box with sticker (french description-barcode-n° lot written as a barcode-quantity) - then 40 boxes in a master carton (=240 pieces) with EAN 13 and EAN 14.;;;;;;6.0;240.0;32.0;35.0;27.5;0.0308;0.033
31260012;FOURCHETTE COTTAGE RUBIS + GENCOD;FORK RUBIS COTTAGE + GENCOD;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220024953;13118220024950;23118220024957;;2;217;32;18/0;16-18; /;Mat ABS handle;Rubis 187C; /; /; /; /; /;TB COLLECTION;16,5 X 2,5;Entre tête et manche;;Each piece with a sticker (french description-barcode-Imported by-N°LOT-picto) - then 6 pieces, wrapped together in silk paper, put in a white neutral box with sticker (french description-barcode-n° lot written as a barcode-quantity) - then 40 boxes in a master carton (=240 pieces) with EAN 13 and EAN 14.;;;;;;6.0;240.0;32.0;39.0;24.0;0.029951999999999996;0.039
31260013;CUILLERE COTTAGE RUBIS + GENCOD;SPOON RUBIS COTTAGE + GENCOD;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220024960;13118220024967;23118220024964;;1.8;211;36;18/0;16-18; /;Mat ABS handle;Rubis 187C; /; /; /; /; /;TB COLLECTION;16,5 X 2,5;Entre tête et manche;;Each piece with a sticker (french description-barcode-Imported by-N°LOT-picto) - then 6 pieces, wrapped together in silk paper, put in a white neutral box with sticker (french description-barcode-n° lot written as a barcode-quantity) - then 40 boxes in a master carton (=240 pieces) with EAN 13 and EAN 14.;;;;;;6.0;240.0;32.0;39.0;24.5;0.030576;0.04591666666666667
31260014;CAFE COTTAGE RUBIS + GENCOD;TEA SPOON RUBIS COTTAGE + GENCOD;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220024977;13118220024974;23118220024971;;1.5;144;19;18/0;16-18; /;Mat ABS handle;Rubis 187C; /; /; /; /; /;TB COLLECTION;16,5 X 2,5;Entre tête et manche;;Each piece with a sticker (french description-barcode-Imported by-N°LOT-picto) - then 6 pieces, wrapped together in silk paper, put in a white neutral box with sticker (french description-barcode-n° lot written as a barcode-quantity) - then 40 boxes in a master carton (=240 pieces) with EAN 13 and EAN 14.;;;;;;6.0;240.0;27.5;38.5;20.5;0.021704374999999998;0.018000000000000002
31260015;COUTEAU COTTAGE CUIR + GENCOD;LEATHER KNIFE COTTAGE;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220024984;13118220024981;23118220024988;;2;226;34;2CR14;13; /;Mat ABS handle;Leather color warm grey 437C; /; /; /; /; /;TB COLLECTION;2,5 X 17;Opposé dentelure;;Each piece with a sticker (french description-barcode-Imported by-N°LOT-picto) - then 6 pieces, wrapped together in silk paper, put in a white neutral box with sticker (french description-barcode-n° lot written as a barcode-quantity) - then 40 boxes in a master carton (=240 pieces) with EAN 13 and EAN 14.;;;;;;6.0;240.0;32.0;35.0;27.5;0.0308;0.035
31260016;FOURCHETTE COTTAGE CUIR + GENCOD;LEATHER FORK COTTAGE;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220024991;13118220024998;23118220024995;;1.8;217;32;18/0;16-18; /;Mat ABS handle;Leather color warm grey 437C; /; /; /; /; /;TB COLLECTION;16,5 X 2,5;Entre tête et manche;;Each piece with a sticker (french description-barcode-Imported by-N°LOT-picto) - then 6 pieces, wrapped together in silk paper, put in a white neutral box with sticker (french description-barcode-n° lot written as a barcode-quantity) - then 40 boxes in a master carton (=240 pieces) with EAN 13 and EAN 14.;;;;;;6.0;240.0;32.0;39.0;24.5;0.030576;0.035
31260017;CUILLERE COTTAGE CUIR + GENCOD;LEATHER SPOON COTTAGE;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220025004;13118220025001;23118220025008;;1.8;211;36;18/0;16-18; /;Mat ABS handle;Leather color warm grey 437C; /; /; /; /; /;TB COLLECTION;16,5 X 2,5;Entre tête et manche;;Each piece with a sticker (french description-barcode-Imported by-N°LOT-picto) - then 6 pieces, wrapped together in silk paper, put in a white neutral box with sticker (french description-barcode-n° lot written as a barcode-quantity) - then 40 boxes in a master carton (=240 pieces) with EAN 13 and EAN 14.;;;;;;6.0;240.0;32.0;39.0;24.5;0.030576;0.04570833333333334
31260018;CAFE COTTAGE CUIR + GENCOD;LEATHER TEASPOON COTTAGE;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220025011;13118220025018;23118220025015;;1.5;144;19;18/0;16-18; /;Mat ABS handle;Leather color warm grey 437C; /; /; /; /; /;TB COLLECTION;16,5 X 2,5;Entre tête et manche;;Each piece with a sticker (french description-barcode-Imported by-N°LOT-picto) - then 6 pieces, wrapped together in silk paper, put in a white neutral box with sticker (french description-barcode-n° lot written as a barcode-quantity) - then 40 boxes in a master carton (=240 pieces) with EAN 13 and EAN 14.;;;;;;6.0;240.0;27.5;38.5;20.5;0.021704374999999998;0.018000000000000002
31260019;;COTTAGE KNIFE EBONY;HONGXING;2018-06-13;Cottage;Vrac;1.0;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;
31260020;COUTEAU COTTAGE RUBIS VRAC;COTTAGE KNIFE RUBIS;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220028395;0;0;;;;;;13;;;;;;;;;;;;;;;;;;;600.0;600.0;0.0;0.0;0.0;0.0;0.0
31260021;COUTEAU COTTAGE CUIR VRAC;COTTAGE KNIFE LEATHER;HONGXING;2018-06-13;Cottage;Vrac;1.0;3118220028401;0;0;;;;;;13;;;;;;;;;;;;;;;;;;;600.0;600.0;0.0;0.0;0.0;0.0;0.0
31260026;;COTTAGE KNIFE IVORY;HONGXING;2018-06-13;Cottage;Vrac;1.0;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;
31260027;;COTTAGE FORK IVORY;HONGXING;2018-06-13;Cottage;Vrac;1.0;;;;;;;;;16-18;;;;;;;;;;;;;;;;;;;;;;;;;
31260028;;COTTAGE SPOON IVORY;HONGXING;2018-06-13;Cottage;Vrac;1.0;;;;;;;;;16-18;;;;;;;;;;;;;;;;;;;;;;;;;
31260029;;COTTAGE TEASPOON IVORY;HONGXING;2018-06-13;Cottage;Vrac;1.0;;;;;;;;;16-18;;;;;;;;;;;;;;;;;;;;;;;;;
31550001;COUTEAU POINTU INEDIT HANNI MAELISS 2020 P2117C;;;;;False;;3118220030541;0;0;82119100000.0;1.5;223;43;2CR14;13;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;;;;;;;;;;6.0;240.0;21.0;40.5;30.0;0.025515;0.04732083333333333
31550002;FOURCHETTE INEDIT HANNI MAELISS 2020 P2117C;;;;;False;;3118220030558;0;0;82159910000.0;1.5;200;35;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;;;;;;;;;;6.0;240.0;28.5;43.0;28.0;0.034314;0.04470416666666666
31550003;CUILLERE INEDIT HANNI MAELISS 2020 P2117C;;;;;False;;3118220030565;0;0;82159910000.0;1.5;200;51;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;;;;;;;;;;6.0;240.0;26.0;42.0;25.3;0.027627599999999995;0.05405
31550004;;;;;;False;;;;;82159910000.0;1.5;150;25;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;;;;;;;;;;;;;;;;
31560001;COUTEAU INEDIT CHAT NEGATIF BLACK 6 C VRAC + GENCOD;KNIFE INEDIT WHITE CAT BLACK 6 C BACKGROUND BULK + BARCODE;HONGXING;2019-10-03;Chat;Vrac;1.0;3118220030718;0;0;82119100000.0;1.5;223;43;2CR14;13;Mirror polishing;Printing + UV treatment;White cat/black background; /; /; /; /; /;TB COLLECTION;2 x 18;Côté dentelure;;;;;;;;6.0;240.0;28.0;35.0;28.0;0.02744;0.048854166666666664
31560002;FOURCHETTE INEDIT CHAT NEGATIF BLACK 6 C VRAC + GENCOD;FORK INEDIT WHITE CAT BLACK 6 C BACKGROUND BULK + BARCODE;HONGXING;2019-10-03;Chat;Vrac;1.0;3118220030725;0;0;82159910000.0;1.5;200;35;18/0;16-18;Mirror polishing;Printing + UV treatment;White cat/black background; /; /; /; /; /;TB COLLECTION;2 x 14,50;Derrière tête;;;;;;;;6.0;240.0;27.0;42.0;25.0;0.02835;0.04272083333333333
31560003;CUILLERE INEDIT CHAT NEGATIF BLACK 6 C VRAC + GENCOD;SPOON INEDIT WHITE CAT BLACK 6 C BACKGROUND BULK + BARCODE;HONGXING;2019-10-03;Chat;Vrac;1.0;3118220030732;0;0;82159910000.0;1.5;200;51;18/0;16-18;Mirror polishing;Printing + UV treatment;White cat/black background; /; /; /; /; /;TB COLLECTION;2 x 14,50;Derrière tête;;;;;;;;6.0;240.0;27.0;42.0;25.0;0.02835;0.0584375
31560004;CAFE INEDIT CHAT NEGATIF BLACK 6 C VRAC + GENCOD;TEA SPOON INEDIT WHITE CAT BLACK BACKGROUND BULK + BARCODE;HONGXING;2019-10-03;Chat;Vrac;1.0;3118220030749;0;0;82159910000.0;1.5;150;25;18/0;16-18;Mirror polishing;Printing + UV treatment;White cat/black background; /; /; /; /; /;TB COLLECTION;2 X 14;Derrière tête;;;;;;;;6.0;240.0;29.0;34.5;19.0;0.0190095;0.0297875
31560005;COUTEAU INEDIT CHAT GRIS 4292C VRAC + GENCOD;KNIFE INEDIT WHITE CAT GREY 4292C BACKGROUND BULK + BARCODE;HONGXING;2019-10-03;Chat;Vrac;1.0;3118220030756;0;0;82119100000.0;1.5;223;43;2CR14;13;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2 x 18;Côté dentelure;;;;;;;;6.0;240.0;28.0;35.0;28.0;0.02744;0.048854166666666664
31560006;FOURCHETTE INEDIT CHAT GRIS 4292C VRAC + GENCOD;FORK INEDIT WHITE CAT GREY 4292C BACKGROUND BULK + BARCODE;HONGXING;2019-10-03;Chat;Vrac;1.0;3118220030763;0;0;82159910000.0;1.5;200;35;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2 x 14,50;Derrière tête;;;;;;;;6.0;240.0;27.0;42.0;25.0;0.02835;0.04272083333333333
31560007;CUILLERE INEDIT CHAT GRIS 4292C VRAC + GENCOD;SPOON INEDIT WHITE CAT GREY 4292C BACKGROUND BULK + BARCODE;HONGXING;2019-10-03;Chat;Vrac;1.0;3118220030770;0;0;82159910000.0;1.5;200;51;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2 x 14,50;Derrière tête;;;;;;;;6.0;240.0;27.0;42.0;25.0;0.02835;0.0584375
31560008;CAFE INEDIT CHAT GRIS 4292C VRAC + GENCOD;TEA SPOON INEDIT WHITE CAT GREY 4292C BACKGROUND BULK + BARCODE;HONGXING;2019-10-03;Chat;Vrac;1.0;3118220030787;0;0;82159910000.0;1.5;150;25;18/0;16-18;Mirror polishing;Printing + UV treatment;; /; /; /; /; /;TB COLLECTION;2 x 13;Derrière tête;;;;;;;;6.0;240.0;29.0;34.5;19.0;0.0190095;0.025
